en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
trepidation;kaygılı korku, endişe;n.;The researchers compared patterns of trepidation with changes in individual judgment during a period of rapid institutional change.;Araştırmacılar, kaygılı korku örüntülerini bireysel yargı alanındaki değişimlerle hızlı kurumsal değişim döneminde karşılaştırdı.;;;C2;emotions & attitudes;
trespass;sınırını aşmak, izinsiz yayılmak;v.;According to independent reviewers, unplanned urban sprawl continues to trespass upon vital wildlife habitats and productive agricultural soils.;Bağımsız incelemecilere göre, plansız kentsel yayılma, hayati yaban hayatı yaşam alanlarına ve verimli tarım topraklarına izinsiz tecavüz edip yayılmaya devam ediyor.;"encroach; infringe; intrude";"respect; retreat; withdraw";B2;environment & ecology;
trial;deneme, mahkeme;n.;The clinical trial compares the new treatment with standard care across more than twenty hospitals.;Klinik deney, yeni tedaviyi yirmiden fazla hastanede standart bakımla karşılaştırıyor.;"test; experiment; hearing";;B1;law & justice;
triangulate;farklı veri kaynaklarını karşılaştırarak doğrulamak;v.;The team triangulated survey responses with interviews and administrative records to verify the findings.;Ekip, bulguları doğrulamak için anket yanıtlarını görüşmeler ve idari kayıtlarla çaprazladı.;;;C1;research & science;
triangulation;"üçgenleme; birden çok kaynakla doğrulama";n.;Debate over triangulation intensified as concerns about the study findings grew in the most demanding operating conditions.;araştırma bulguları konusundaki kaygılar arttıkça üçgenleme tartışması en zorlayıcı işletme koşullarında yoğunlaştı.;;;C1;research & science;
tribology;sürtünme, aşınma ve yağlama bilimi;n.;Advances in tribology have opened new ways to investigate complex natural and social patterns.;sürtünme alanındaki ilerlemeler, karmaşık doğal ve toplumsal örüntüleri incelemek için yeni yollar açtı.;;;C2;engineering;
tribute;övgü, takdir, hürmet, saygı, saygı ifadesi, güzel söz;n.;The memorial was built as a tribute to the engineers who restored the railway after the devastating earthquake.;Anıt, yıkıcı depremin ardından demiryolunu yeniden işler hâle getiren mühendislere bir saygı ifadesi olarak inşa edildi.;"praise; homage; honor";"criticism; blame; disrespect";B2;academic & general;
trickery;dalavere, hilekârlık, hukuki/mali cambazlık;n.;During the subsequent inquiry, independent forensic auditors exposed elaborate financial trickery designed to conceal billions in offshore liabilities.;Sonraki soruşturma sırasında, bağımsız adli denetçiler, denizaşırı ülkelerdeki milyarlarca dolarlık yükümlülükleri gizlemek üzere tasarlanmış karmaşık mali dalavereleri ortaya çıkardı.;"chicanery; subterfuge; duplicity";"transparency; probity; integrity";C2;"economics;business & management";
trigger;"tetiklemek, harekete geçirmek, yol açmak; tetik, tetikleyici şey";"n.;v.";A sudden rise in food prices can trigger social unrest when household incomes have already been weakened by inflation.;Hane gelirleri enflasyon nedeniyle zaten zayıflamışken gıda fiyatlarındaki ani artış toplumsal huzursuzluğu tetikleyebilir.;"provoke; spark; activate; cause";"prevent; halt";B2;"transportation & traffic;construction & infrastructure";Bir olaylar zincirini başlatmak veya bir mekanizmayı çalıştırmak.
tripod;Üç Ayaklı Sehpa, Tripot;n.;To capture sharp images in low light, the photographer mounted his camera on a sturdy tripod.;Düşük ışıkta net görüntüler yakalamak için fotoğrafçı makinesini sağlam bir tripoda monte etti.;;;B1;art & design;
trite;basmakalıp, klişe, bayat;adj.;His graduation speech was full of trite advice about following one's dreams and never giving up.;Mezuniyet konuşması, insanın hayallerinin peşinden gitmesi ve asla pes etmemesi hakkında basmakalıp (klişe) tavsiyelerle doluydu.;"hackneyed; banal; clichéd";"original; novel; profound";C1;literature & publishing;Çok kullanılmaktan dolayı anlamını ve etkisini yitirmiş (hackneyed) söz veya fikir.
triumph;"zafer, galibiyet; başarmak";"n.;v.";The successful eradication campaign was a major public-health triumph, achieved through vaccination, surveillance, and international cooperation.;"Başarılı yok etme kampanyası; aşılama, gözetim ve uluslararası iş birliği sayesinde elde edilen büyük bir halk sağlığı zaferiydi.";"victory; success; win";"defeat; failure; loss";B2;academic & general;Büyük bir başarı veya kazançtan duyulan memnuniyet.
trivial;önemsiz;adj.;Although the accounting error seemed trivial at first, it exposed a deeper weakness in the company's internal controls.;Muhasebe hatası ilk başta önemsiz görünse de şirketin iç kontrollerindeki daha derin bir zayıflığı ortaya çıkardı.;"unimportant; minor; petty";"important; significant; major";B2;academic & general;
trivially;önemsiz bir şekilde;adv.;The two scientific formulas differ only trivially, producing almost identical mathematical results.;İki bilimsel formül sadece önemsiz bir şekilde (ufak detaylarda) farklılık gösterir ve neredeyse aynı matematiksel sonuçları üretir.;"insignificantly; slightly; superficially";"crucially; significantly; profoundly";C2;academic & general;"'Crucially' kelimesinin zıddıdır; üzerinde durmaya değmeyecek kadar basit detaylar."
troop;"askeri birlik, bölük; topluca gitmek";"n.;v.";Additional troops were sent to protect evacuation routes and deliver emergency supplies to isolated communities.;Tahliye güzergâhlarını korumak ve izole topluluklara acil yardım ulaştırmak için ek askeri birlikler gönderildi.;"soldiers; forces; squad";;B2;movement & location;Genellikle çoğul (troops) olarak asker anlamında kullanılır. Fiil olarak topluca hareket etmek.
troops;Askerler, Birlikler;n.;The government decided to send additional troops to the region to help maintain peace and security.;Hükümet, barış ve güvenliğin korunmasına yardımcı olmak için bölgeye ek asker göndermeye karar verdi.;"Soldiers; forces; military";;B2;military & conflict;"""Troop"" tekil kullanıldığında genellikle ""birlik"" anlamındadır."
trophic level;trofik seviye;n.;Mercury concentrations increased at each higher trophic level in the marine ecosystem.;Deniz ekosisteminde her üst trofik seviyede cıva yoğunluğu arttı.;;;C1;environment & ecology;
tropospheric;troposfere ilişkin;adj.;The study documented a tropospheric climate response across the cases examined.;Çalışma, incelenen vakalar genelinde troposfere ilişkin bir iklim tepkisi belgeledi.;;;C1;climate & weather;
trot out;"ortaya sürmek; göstermelik sunmak";phr. v.;Whenever questioned about environmental violations, the corporation trots out its dubious sustainability awards.;Şirket, çevre ihlalleri hakkında ne zaman sorgulansa şüpheli sürdürülebilirlik ödüllerini öne sürüyor.;"exhibit; parade; show off";"conceal; hide; suppress";C2;"business & management;communication & media";Özellikle bir şeyi kanıt veya mazeret olarak alışıla geldik bir şekilde sunmayı hafiften eleştiren bir deyimsel fiildir.
trouble;sorun, dert, sıkıntı, zorluk;"n.;v.";Engineers had trouble identifying the source of the vibration because it appeared only when the turbine operated near full load.;Mühendisler titreşimin kaynağını belirlemekte zorlandı çünkü titreşim yalnızca türbin tam yüke yakın çalışırken ortaya çıkıyordu.;;;C1;academic & general;
truancy;okuldan kaçma;n.;The school implemented a new program to combat truancy, which involved calling parents immediately if a child was absent without explanation.;Okul, okuldan kaçmayla mücadele etmek için, bir çocuk açıklama yapmadan devamsızlık yaparsa ebeveynleri hemen aramayı içeren yeni bir program uyguladı.;"absenteeism; skipping; hooky";"attendance; presence";C1;academic & general;
truck;Kamyon;n.;A large delivery truck was blocking the narrow street, making it impossible for cars to pass through.;Büyük bir teslimat kamyonu dar sokağı kapatmıştı ve arabaların geçmesini imkansız hale getiriyordu.;"Lorry; van";;A2;transportation & traffic;
truculent;saldırgan, kavgaya hazır;adj.;The results pointed to a truculent behavioral style in the cases examined across the cases examined.;Sonuçlar, incelenen vakalarda incelenen vakalar genelinde saldırgan bir davranış biçimi bulunduğuna işaret etti.;;;C2;personality & behavior;
true;"gerçek; doğru";adj.;Is it true that you are planning to move to another country?;Başka bir ülkeye taşınmayı planladığın doğru mu?;"correct; real; accurate";"false; untrue; incorrect";A2;comparison & evaluation;
truly;tamamen, gerçekten, tam anlamıyla, hakikaten;adv.;A truly resilient city must be able to maintain essential services even when transport, power, and communication networks are disrupted.;Gerçekten dayanıklı bir şehir, ulaşım, enerji ve iletişim ağları kesintiye uğradığında bile temel hizmetleri sürdürebilmelidir.;;;C1;academic & general;
truncate;kısaltmak, keserek sonlandırmak;v.;A sudden funding freeze could truncate the longitudinal study before researchers collect enough observations for robust conclusions.;Ani bir finansman dondurması, araştırmacılar sağlam sonuçlar için yeterli gözlem toplamadan boylamsal çalışmayı yarıda kesebilir.;"shorten; cut off; abbreviate";"extend; prolong; elaborate";C1;"research & science;academic & writing";Metin, veri serisi veya süreçlerin erken kesilmesi bağlamında kullanılır.
trunk;hortum;n.;Elephants use their trunks for drinking and eating.;Filler yemek yemek ve içmek için hortumlarını kullanır.;"nose; proboscis";;A2;academic & general;
trust;güvenmek;v.;"You can trust me to keep your secret safe; I won't tell anyone, I promise.";"Sırrını saklayacağıma güvenebilirsin; kimseye söylemeyeceğim, söz veriyorum.";"believe; rely";"doubt; distrust";A2;academic & general;
trustworthiness;güvenilirlik, itimat edilebilirlik;n.;According to independent reviewers, high computational trustworthiness makes this redundant cloud architecture ideal for mission-critical banking operations.;Bağımsız incelemecilere göre, yüksek bilgi işlem güvenilirliği, bu yedekli bulut mimarisini görev açısından kritik bankacılık operasyonları için ideal kılmaktadır.;"dependability; reliability; consistency";"unreliability; inconsistency; instability";B2;technology & it;
try;çabalamak, denemek;v.;The research team will try a different sampling method to determine whether the earlier result was caused by measurement bias.;Araştırma ekibi, önceki sonucun ölçüm yanlılığından kaynaklanıp kaynaklanmadığını belirlemek için farklı bir örnekleme yöntemi deneyecek.;"attempt; test";"give up; quit";A2;academic & general;
try on;elbise denemek;phr. v.;She spent over an hour in the fitting room trying on various dresses for the upcoming job interview.;Yaklaşan iş görüşmesi için soyunma kabininde çeşitli elbiseleri deneyerek bir saatten fazla zaman geçirdi.;"test; sample";;A2;fashion & clothing;
try out;denemek;phr. v.;"You should definitely try out the new Italian restaurant that just opened downtown; the food is amazing.";"Şehir merkezinde yeni açılan İtalyan restoranını kesinlikle denemelisin; yemekleri harika.";"test; sample";;B1;academic & general;
tuition;öğrenim ücreti;n.;The cost of tuition at many private universities has risen dramatically over the past few decades, making it harder for some students to afford a college education.;Birçok özel üniversitedeki öğrenim ücreti maliyeti, son birkaç on yılda önemli ölçüde arttı ve bazı öğrencilerin üniversite eğitimini karşılamasını zorlaştırdı.;"fees; instruction costs";;B2;education & learning;
