en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
pacification;yatıştırma, taviz verme politikası;n.;During cross-border negotiations, historical analyses of the 1930s demonstrate that geopolitical pacification often emboldens aggressive authoritarian regimes.;Sınır ötesi müzakereler sırasında, 1930'lara ilişkin tarihsel analizler, jeopolitik taviz verme ve yatıştırma politikasının saldırgan otoriter rejimleri sıklıkla cesaretlendirdiğini göstermektedir.;"appeasement; concession; conciliation";"resistance; defiance; provocation";B2;history_archaeology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
allotment;paylaştırma, tahsis;n.;Against this broader background, equitable allotment of limited irrigation water prevented resource conflicts among agricultural collectives.;Bu daha geniş arka plan içinde, kısıtlı sulama suyunun adil biçimde paylaştırılması ve dağıtımı, tarım kooperatifleri arasındaki kaynak çatışmalarını önledi.;"apportionment; allocation; distribution";"withholding; retention";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
verification;tespit etme, belirleme;n.;In the peer-review process, accurate verification of groundwater contamination depth requires drilling multiple geological test wells.;Hakem değerlendirmesi sürecinde, yeraltı suyu kirlilik derinliğinin doğru tespiti ve belirlenmesi, birden fazla jeolojik test kuyusu açmayı gerektirir.;"ascertainment; determination; discovery";"ignorance; oversight";B2;research_science;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
burning;yanma, tutuşma;n.;As the evidence accumulated, internal burning engines discharge fine particulate matter and nitrogen oxides that degrade ambient air quality.;Kanıtlar biriktikçe, i̇çten yanmalı motorlar, ortam hava kalitesini düşüren ince partikül maddeler ve azot oksitler salar.;"combustion; ignition; incineration";extinction;B2;chemistry_materials;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
ignition;ateşleme, tutuşma;n.;In a later institutional review, internal ignition engines discharge fine particulate matter and nitrogen oxides that degrade ambient air quality.;Daha sonraki kurumsal incelemede, i̇çten yanmalı motorlar, ortam hava kalitesini düşüren ince partikül maddeler ve azot oksitler salar.;"combustion; burning; incineration";extinction;B2;chemistry_materials;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
incineration;yakma, kül etme;n.;Within the broader research programme, internal incineration engines discharge fine particulate matter and nitrogen oxides that degrade ambient air quality.;Daha geniş araştırma programı kapsamında, i̇çten yanmalı motorlar, ortam hava kalitesini düşüren ince partikül maddeler ve azot oksitler salar.;"combustion; burning; ignition";extinction;B2;chemistry_materials;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
praiseworthy;övgüye değer, takdire şayan;adj.;During the public consultation, the local municipality's rapid disaster response was hailed by independent observers as highly praiseworthy.;Kamuoyu istişaresi sırasında, yerel belediyenin hızlı afet müdahalesi, bağımsız gözlemciler tarafından son derece övgüye değer ve takdire şayan bulundu.;"commendable; admirable; laudable";"deplorable; blameworthy; shameful";B2;society_social_issues;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
strengthening;pekiştirme, birleşme, güçlenme;n.;In the longitudinal study, the emergency banking bill facilitated the strengthening of small regional lenders into well-capitalized institutions.;Boylamsal çalışmada, acil bankacılık yasa tasarısı, küçük bölgesel kreditörlerin güçlü sermayeli kurumlarda birleşmesini ve pekişmesini kolaylaştırdı.;"consolidation; integration; centralization";"fragmentation; weakening; dispersion";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
reflection;derin düşünme, tefekkür;n.;As part of the risk assessment, after hours of solitary reflection, the theoretical physicist conceived a mathematical solution to the equation.;Risk değerlendirmesinin bir parçası olarak, saatler süren yalnız bir derin düşünme ve tefekkürün ardından teorik fizikçi, denkleme matematiksel bir çözüm geliştirdi.;"contemplation; meditation; deliberation";"impulsiveness; rashness";B2;"academic_general;ethics_values";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
meditation;derin düşünme, tefekkür;n.;During the expert panel discussion, after hours of solitary meditation, the theoretical physicist conceived a mathematical solution to the equation.;Uzman paneli tartışması sırasında, saatler süren yalnız bir derin düşünme ve tefekkürün ardından teorik fizikçi, denkleme matematiksel bir çözüm geliştirdi.;"contemplation; reflection; deliberation";"impulsiveness; rashness";B2;"academic_general;ethics_values";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
deliberation;müzakere, dikkatli düşünme;n.;In a newly published evaluation, after hours of solitary deliberation, the theoretical physicist conceived a mathematical solution to the equation.;Yeni yayımlanan değerlendirmede, saatler süren yalnız bir derin düşünme ve tefekkürün ardından teorik fizikçi, denkleme matematiksel bir çözüm geliştirdi.;"contemplation; reflection; meditation";"impulsiveness; rashness";B2;"academic_general;ethics_values";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
compensating;karşı koyucu, telafi edici;adj.;After the initial findings were challenged, the central bank introduced compensating monetary policy tools to mitigate runaway inflationary pressures.;İlk bulgular sorgulandıktan sonra, merkez bankası, kontrolden çıkan enflasyonist baskıları hafifletmek için karşı koyucu ve dengeleyici para politikası araçları getirdi.;"counteractive; preventive; remedial";"reinforcing; compounding";B2;"economics;business_management";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
protectiveness;savunmacı tutum;n.;Within the updated analytical framework, the spokesperson's extreme protectiveness during the press conference raised further doubts about the firm's financial integrity.;Güncellenmiş analitik çerçeve içinde, sözcünün basın toplantısındaki aşırı savunmacı tutumu, firmanın mali dürüstlüğüne ilişkin şüpheleri daha da artırdı.;"defensiveness; guardedness; resistance";"openness; receptiveness";B2;psychology_mind;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
guardedness;savunmacı tutum;n.;In a follow-up analysis, the spokesperson's extreme guardedness during the press conference raised further doubts about the firm's financial integrity.;Takip eden analizde, sözcünün basın toplantısındaki aşırı savunmacı tutumu, firmanın mali dürüstlüğüne ilişkin şüpheleri daha da artırdı.;"defensiveness; protectiveness; resistance";"openness; receptiveness";B2;psychology_mind;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
trustworthiness;güvenilirlik, itimat edilebilirlik;n.;According to independent reviewers, high computational trustworthiness makes this redundant cloud architecture ideal for mission-critical banking operations.;Bağımsız incelemecilere göre, yüksek bilgi işlem güvenilirliği, bu yedekli bulut mimarisini görev açısından kritik bankacılık operasyonları için ideal kılmaktadır.;"dependability; reliability; consistency";"unreliability; inconsistency; instability";B2;technology_it;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
belittling;küçümseyici, değersizleştirici;adj.;During the subsequent inquiry, the reviewer made self-belittling remarks about his own artistic talent before praising the debutant painter.;Sonraki soruşturma sırasında, eleştirmen, çıkış yapan ressamı övmeden önce kendi sanatsal yeteneği hakkında alçakgönüllü ve kendini küçümseyici yorumlar yaptı.;"deprecating; disparaging; modest";"praising; flattering; conceited";B2;"literature_publishing;art_design";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
disparaging;küçümseyici, kötüleyici;adj.;In the final technical report, the reviewer made self-disparaging remarks about his own artistic talent before praising the debutant painter.;Nihai teknik raporda, eleştirmen, çıkış yapan ressamı övmeden önce kendi sanatsal yeteneği hakkında alçakgönüllü ve kendini küçümseyici yorumlar yaptı.;"deprecating; belittling; modest";"praising; flattering; conceited";B2;"literature_publishing;art_design";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
lineage;türeme, köken alma;n.;After several months of fieldwork, linguists traced the historical lineage of the local dialect back to eleventh-century Anglo-Saxon roots.;Aylar süren saha çalışmasının ardından, dilbilimciler, yerel lehçenin tarihsel türeyişini ve kökenini on birinci yüzyıl Anglo-Sakson köklerine kadar takip ettiler.;"derivation; etymology; origin";originality;B2;"language_linguistics;communication_media";Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
offspring;soyundan gelen canlı, torun;n.;From a regulatory perspective, modern evolutionary birds are widely recognized as the direct biological offsprings of avian theropod dinosaurs.;Düzenleyici açıdan bakıldığında, modern evrimsel kuşlar, kuş benzeri teropod dinozorlarının doğrudan biyolojik soyundan gelen torunları olarak geniş çapta kabul edilir.;"descendant; successor; heir";"ancestor; forebear; predecessor";B2;biology_genetics;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
devastation;yıkım, tahribat;n.;In a comparative assessment, civil defense experts analyzed the immense devastation of category-five hurricanes on coastal infrastructures.;Karşılaştırmalı değerlendirmede, sivil savunma uzmanları, beşinci kategori kasırgaların kıyı altyapıları üzerindeki muazzam yıkıcılığını ve tahrip gücünü analiz etti.;"destructiveness; ruinousness; lethality";"constructiveness; harmlessness";B2;environment_ecology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
ruinousness;yıkıcılık, tahrip edicilik;n.;During the parliamentary hearing, civil defense experts analyzed the immense ruinousness of category-five hurricanes on coastal infrastructures.;Parlamento oturumu sırasında, sivil savunma uzmanları, beşinci kategori kasırgaların kıyı altyapıları üzerindeki muazzam yıkıcılığını ve tahrip gücünü analiz etti.;"destructiveness; devastation; lethality";"constructiveness; harmlessness";B2;environment_ecology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
lethality;yıkıcılık, tahrip edicilik;n.;In the revised policy brief, civil defense experts analyzed the immense lethality of category-five hurricanes on coastal infrastructures.;Gözden geçirilen politika notunda, sivil savunma uzmanları, beşinci kategori kasırgaların kıyı altyapıları üzerindeki muazzam yıkıcılığını ve tahrip gücünü analiz etti.;"destructiveness; devastation; ruinousness";"constructiveness; harmlessness";B2;environment_ecology;Ekli YDS kalite listesindeki semantik ilişki temel alınarak ileri seviye çalışma kaydı olarak eklenmiştir.
